FB_ad_spending_congress_2020_dataset
,X.1,names.candidate,office,state_po,district,candidatevotes,totalvotes,loc_identifier,expenditures.candidate,facebook.advertiser,spending,ad_spending,X,year,state,state_fips,state_cen,state_ic,stage,special,party,writein,mode,unofficial,version,foreign_born,median_income,BA_education,HS_education,asian_alone,black_alone,hispanic,multiracial,white_non_hispanic,white_alone,Age_65_plus,median_age,gini,population,vote_share,full_race,winner,total_margin,margin,ad_rate
187,187,FRANK J. MRVAN,US HOUSE,IN,1,185180,326948,IN.1,"MRVAN, FRANK J.",Mrvan for Congress,476407.3,7729,30044,2020,INDIANA,18,32,22,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.7,51404,20.8,87.8,1.3,19.6,14.6,2.3,63.3,70.1,20.3,38.4,0.467589838,719164,0.566389762286358,IN 1 US HOUSE,TRUE,52933,0.161900363360534,0.0162235129478495
188,188,"FRANK PALLONE,  JR.",US HOUSE,NJ,6,199648,326408,NJ.6,"PALLONE, FRANK JR",Pallone for Congress,2030032.81,12736,30379,2020,NEW JERSEY,34,22,12,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,27.5,75952,36.8,88,17.6,10.1,21.7,2.3,49.6,64.9,18.1,37.2,0.500215682,738398,0.611651675204039,NJ 6 US HOUSE,TRUE,72888,0.223303350408078,0.00627379022509493
189,189,FRANK T. PALLOTTA,US HOUSE,NJ,5,193333,423636,NJ.5,"PALLOTTA, FRANK",Pallotta for Congress,2077177.03,44516,30378,2020,NEW JERSEY,34,22,12,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,19.3,91064,44.6,92.9,9.9,5.4,12.9,1.5,70.9,77.9,22,42.8,0.50201122,733032,0.456365842374114,NJ 5 US HOUSE,FALSE,-31842,-0.0751635838314024,0.021431009180763
190,190,FREDERICK B. KELLER,US HOUSE,PA,12,241035,340234,PA.12,"KELLER, FRED",Fred Keller for Congress,1087700.69,15072,30769,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.5,54772,30,91.9,1.7,3,1.3,1.6,92.5,93.4,26,44.7,0.498928128,703938,0.708438897934951,PA 12 US HOUSE,TRUE,141836,0.416877795869901,0.0138567531845548
191,191,GARRET GRAVES,US HOUSE,LA,6,265706,373996,LA.6,"GRAVES, GARRET",Garret Graves for Congress,1240249.26,4431,30139,2020,LOUISIANA,22,72,45,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4,56817,28,87.2,2,24.3,4,1.7,67.9,70.8,17.6,35.1,0.487797631,773429,0.710451448678595,LA 6 US HOUSE,TRUE,170165,0.454991497235265,0.00357266893269503
192,192,GARY ADLER,US HOUSE,FL,5,117510,336973,FL.5,"ADLER, GARY",Gary Adler for Congress,146944.18,4048,29879,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,12.5,34021,15.9,80.5,2.8,52.2,12.5,3.3,30,38.5,17.1,34.1,0.467650351,729368,0.348722301193271,FL 5 US HOUSE,FALSE,-101953,-0.302555397613459,0.0275478756627176
193,193,GARY J. PALMER,US HOUSE,AL,6,274160,282261,AL.6,"PALMER, GARY",Gary Palmer for Congress,921541.75,1940,29647,2020,ALABAMA,1,63,41,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5,58265,34.1,88.2,1.6,14.9,5,1.5,76.7,79.7,20.3,38.7,0.496070458,697436,0.971299612769742,AL 6 US HOUSE,TRUE,201347,0.713336238445977,0.00210516777997307
194,194,GARY STEVEN WEGMAN,US HOUSE,PA,9,118266,351254,PA.9,"WEGMAN, GARY",Gary Wegman for Congress,213639.61,35101,30778,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,1.6,44258,16.9,87,0.4,2.9,1.9,1.5,93.3,94.8,25.2,42.7,0.453870916,701622,0.336696521605448,PA 9 US HOUSE,FALSE,-114722,-0.326606956789104,0.164300056529779
195,195,GENA L. ROSS,US HOUSE,MO,6,118926,385779,MO.6,"ROSS, GENA L DR",Gena Ross for Congress Candidate,10530.02,3700,30329,2020,MISSOURI,29,43,34,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.6,52500,25.2,89.6,1.1,4.5,4.1,2.5,88,90.6,20.6,38.2,0.465080285,754588,0.308274944981453,MO 6 US HOUSE,FALSE,-139783,-0.362339577841199,0.351376350662202
198,198,GEORGE E. MCDERMOTT,US HOUSE,MD,4,71671,354529,MD.4,"MCDERMOTT, THOMAS M JR",McDermott for Congress,652542.42,11984,30158,2020,MARYLAND,24,52,52,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,17.8,73903,30.8,85.8,3.1,52.8,15.7,2.1,26.9,32.6,17.1,36.5,0.468631958,739293,0.202158356580139,MD 4 US HOUSE,FALSE,-210448,-0.593598831125239,0.0183650895829883
199,199,GEORGE KENNETH BUTTERFIELD,US HOUSE,NC,1,188870,348618,NC.1,"BUTTERFIELD, G. K.",Butterfield for Congress,887752.32,4226,30638,2020,NORTH CAROLINA,37,56,47,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.2,34076,18.4,78.2,1.5,54.4,7.4,2.6,34,38.7,21,36.2,0.487353081,724668,0.541767780206415,NC 1 US HOUSE,TRUE,29122,0.0835355604128301,0.00476033675699096
200,200,GEORGE MITRIS,US HOUSE,NY,25,115940,367377,NY.25,"MITRIS, GEORGE MR.",George Mitris for Congress,279047.05,36557,30598,2020,NEW YORK,36,21,13,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.4,51811,35.6,89.4,3.7,16.1,8.1,2.5,70.8,74.6,21.2,38.2,0.496300999,724587,0.315588618775808,NY 25 US HOUSE,FALSE,-71563,-0.194794448209877,0.131006581148233
201,201,GEORGETTE GOMEZ,US HOUSE,CA,53,135614,334858,CA.53,"GOMEZ, GEORGETTE",Georgette Gomez for Congress,1690439.54,81076,29784,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,23.5,61552,34.4,88.3,13.3,7.3,33,6.1,41.8,66.3,16.9,35,0.474878086,741909,0.404989577671729,CA 53 US HOUSE,FALSE,-63630,-0.190020844656541,0.0479614905363607
202,202,GERALD E. CONNOLLY,US HOUSE,VA,11,280725,393241,VA.11,"CONNOLLY, GERALD EDWARD",Gerry Connolly for Congress,1832941.47,73189,31026,2020,VIRGINIA,51,54,40,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,29.6,102826,53.1,91.2,18,13.1,18.5,4.3,47.4,61.7,15.2,35.6,0.471774098,765755,0.713875206298428,VA 11 US HOUSE,TRUE,169345,0.430639226326858,0.0399298074695206
203,203,"GILBERT RAY CISNEROS, JR.",US HOUSE,CA,39,169837,343783,CA.39,"CISNEROS, GILBERT",Jessica Cisneros for Congress,4503468.14,63551,29755,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,33,79211,38.3,87.6,29.3,2.3,33.3,4.1,32.6,55.3,18.8,37.7,0.48997721,721014,0.494023846438015,CA 39 US HOUSE,FALSE,-4109,-0.0119523071239706,0.0141115686898142
204,204,GINA ORTIZ JONES,US HOUSE,TX,23,137693,295457,TX.23,"JONES, GINA ORTIZ",Gina Ortiz Jones for Congress,7005280.05,119647,30903,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,17.3,47433,20.7,73.3,1.3,2.8,69.9,2.3,24.5,84.4,17.4,33,0.529752759,723867,0.466033974486981,TX 23 US HOUSE,FALSE,-11702,-0.0396064401926507,0.0170795455921851
205,205,GLENN GROTHMAN,US HOUSE,WI,6,238874,403333,WI.6,"GROTHMAN, GLENN S.",Glenn Grothman for Congress,1750819.12,50457,31074,2020,WISCONSIN,55,35,25,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.4,53249,23.8,90.7,2.3,1.3,4.3,1.5,90.3,93.3,23.1,41.7,0.454365466,713224,0.592250076239732,WI 6 US HOUSE,TRUE,74635,0.185045607475709,0.0288190821219727
206,206,GRACE F. NAPOLITANO,US HOUSE,CA,32,172942,259760,CA.32,"NAPOLITANO, GRACE",Napolitano for Congress,256046.86,14388,29796,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,35.7,59829,19.9,73.2,17,3.3,61.7,3.8,16.5,49.9,17.5,35.1,0.456985295,706167,0.665776101016323,CA 32 US HOUSE,TRUE,86124,0.331552202032646,0.0561928390764097
207,207,GREG PENCE,US HOUSE,IN,6,225319,328213,IN.6,"PENCE, GREGORY J.",Greg Pence for Congress,2849708.06,13943,30054,2020,INDIANA,18,32,22,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.2,45905,18.4,86.4,1.1,2.6,2.3,1.7,92.2,93.2,21.8,40.2,0.454033189,724638,0.686502362794892,IN 6 US HOUSE,TRUE,134216,0.408929567079915,0.00489278189429692
208,208,GREG RATHS,US HOUSE,CA,45,193096,414939,CA.45,"RATHS, GREGORY GERARD",Greg Raths for Congress 2020,1408703.47,49265,29768,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,27.2,91628,50.9,93.1,22.2,1.9,18.8,4.1,53.4,64.4,19.3,39.9,0.501327498,733706,0.465359968573694,CA 45 US HOUSE,FALSE,-28747,-0.0692800628526121,0.0349718738181287
210,210,GREGORY THOMAS COLL,US HOUSE,MD,8,127157,402614,MD.8,"COLL, GREGORY THOMAS",Gregory Coll for Congress,27352.25,4302,30175,2020,MARYLAND,24,52,52,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,23.2,95837,52.9,90.9,9.4,11.6,14.4,3.3,61.9,68.6,20.8,40.3,0.495467528,756076,0.31582856035806,MD 8 US HOUSE,FALSE,-147559,-0.366502406771747,0.157281393669625
211,211,GRETCHEN D. DRISKELL,US HOUSE,MI,7,159743,387267,MI.7,"DRISKELL, GRETCHEN",Gretchen Driskell for Congress,1762854.4,57222,30240,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.4,51661,22.1,90.3,0.9,4.7,4.1,2,88.4,91.4,22.3,41.1,0.459630016,703537,0.412488025057648,MI 7 US HOUSE,FALSE,-67781,-0.175023949884705,0.0324598560153351
212,212,GUY RESCHENTHALER,US HOUSE,PA,14,241688,373583,PA.14,"RESCHENTHALER, GUY MR.",Guy for Congress,1594661.35,13796,30773,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.8,40530,28.7,90.9,2.8,21.5,1.9,3.1,70.9,72.1,23.1,38.4,0.505492944,704276,0.646945926340331,PA 14 US HOUSE,TRUE,109793,0.293891852680663,0.00865136663655892
213,213,H. MORGAN GRIFFITH,US HOUSE,VA,9,271851,289274,VA.9,"GRIFFITH, H MORGAN",Morgan Griffith for Congress,467455.47,546,31030,2020,VIRGINIA,51,54,40,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.7,38940,18.2,79.9,1.2,5.3,2.2,1.6,89.7,91.3,25,41.9,0.48368795,721531,0.939769906732026,VA 9 US HOUSE,TRUE,155118,0.536232084459716,0.00116802569451161
214,214,HAKEEM S. JEFFRIES,US HOUSE,NY,8,207111,285735,NY.8,"JEFFRIES, HAKEEM",Jeffries for Congress,3325840.58,109626,30463,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,32.7,44076,27.1,80.9,5,57.5,16.8,2.3,21.8,27.5,18.6,36,0.54148544,737529,0.724835949393669,NY 8 US HOUSE,TRUE,167987,0.587911876388962,0.0329618925991937
215,215,HALEY M. STEVENS,US HOUSE,MI,11,226128,450473,MI.11,"STEVENS, HALEY",Haley Stevens for Congress,5815452.57,177715,30267,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,12,73311,44.4,93.7,9.4,5,3.2,2,80.4,82.9,20.5,41.2,0.492390771,717393,0.501979030929712,MI 11 US HOUSE,TRUE,10723,0.023803868378349,0.0305591005791661
216,216,HANK GILBERT,US HOUSE,TX,1,83016,302742,TX.1,"GILBERT, HANK",Hank Gilbert for Congress,764410.53,136322,30854,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7.8,44002,19.5,82.4,0.8,17.9,16.6,1.7,63.3,77.2,20.7,36.3,0.500315379,712524,0.274213686901718,TX 1 US HOUSE,FALSE,-136710,-0.451572626196563,0.178336109524813
217,217,HARLEY ROUDA,US HOUSE,CA,48,193362,395100,CA.48,"ROUDA, HARLEY E JR",Harley Rouda for Congress,6465174.21,258024,29773,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,24.4,79691,42.6,89.2,18.8,1,21,4,55.8,67.1,20.5,40.3,0.520529423,723140,0.489400151860289,CA 48 US HOUSE,FALSE,-8376,-0.0211996962794229,0.0399098294367539
218,218,HELEN BRADY,US HOUSE,MA,9,154261,442135,MA.9,"BRADY, HELEN",Helen Brady for Congress,24135.31,2048,30213,2020,MASSACHUSETTS,25,14,3,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.9,61082,31.9,88.5,1.4,2.4,5.4,2.3,87.9,90.1,27.5,45.4,0.500113573,719841,0.348900222782634,MA 9 US HOUSE,FALSE,-106001,-0.239748040756782,0.0848549283187164
219,219,"HENRY C. 'HANK' JOHNSON, JR.",US HOUSE,GA,4,278906,348299,GA.4,"JOHNSON, HENRY C. 'HANK",Johnson for House,498219.43,7231,29952,2020,GEORGIA,13,58,44,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,15.7,50015,29.1,87,5.4,58.7,8.7,2,25.3,30,15.5,35.7,0.46499463,721682,0.800766008515672,GA 4 US HOUSE,TRUE,209513,0.601532017031344,0.0145136852651451
220,220,HILARY TURNER,US HOUSE,WV,3,64927,226668,WV.3,"TURNER, HILARY",Hilary Turner for Congress,98768.58,29514,31064,2020,WEST VIRGINIA,54,55,56,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,1,36649,14.8,79.4,0.3,3.9,1,1.2,93.3,94.1,24.9,42.2,0.484268506,609483,0.286440962111988,WV 3 US HOUSE,FALSE,-96658,-0.426429844530326,0.298819725868287
221,221,HILLARY SCHOLTEN,US HOUSE,MI,3,189769,403419,MI.3,"SCHOLTEN, HILLARY",Scholten for Congress,3813354.85,192909,30237,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5,50372,27.7,89.4,1.8,9.1,6.7,3.3,79.7,84,19,37.1,0.482313738,720731,0.470401741117796,MI 3 US HOUSE,FALSE,-23880,-0.0591940389520573,0.0505877390350914
222,222,HIRAL TIPIRNENI,US HOUSE,AZ,6,199644,417427,AZ.6,"TIPIRNENI, HIRAL VYAS",Hiral for Congress,6413897.02,242351,29685,2020,ARIZONA,4,86,61,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,13,62151,40.6,92.2,4,3.1,15.8,3,73.6,86.1,22.9,41.2,0.527537603,737884,0.478272847707503,AZ 6 US HOUSE,FALSE,-18139,-0.0434543045849933,0.037785296403153
223,223,HOSEA CLEVELAND,US HOUSE,SC,3,95712,333564,SC.3,"CLEVELAND, HOSEA N",Shenita Cleveland for Congress,45106.65,100,30796,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.6,41072,19.6,81.4,0.7,18.9,4.2,1.4,74.8,77,23.1,40.3,0.475263567,663437,0.28693743929201,SC 3 US HOUSE,FALSE,-141832,-0.425201760381816,0.00221696800804316
224,224,ILHAN OMAR,US HOUSE,MN,5,255924,398229,MN.5,"OMAR, ILHAN",Ilhan for Congress,5697933.66,323945,30285,2020,MINNESOTA,27,41,33,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,14.6,53132,42.3,89.4,6.2,15.3,9.5,4.7,63.8,68.3,16.5,34.1,0.514332615,697725,0.642655356591308,MN 5 US HOUSE,TRUE,153046,0.384316561576379,0.0568530662745554
225,225,IRENE ARMENDARIZ-JACKSON,US HOUSE,TX,16,84006,238114,TX.16,"ARMENDARIZ-JACKSON, IRENE",Irene Armendariz-Jackson for Congress,156171,1356,30882,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,25,41807,22.4,76.2,1.3,3.9,79,2.1,14.9,83.5,15.5,31.6,0.496285371,728654,0.352797399564914,TX 16 US HOUSE,FALSE,-70102,-0.294405200870171,0.00868279001863342
226,226,JACK BERGMAN,US HOUSE,MI,1,256581,416219,MI.1,"BERGMAN, JOHN",Berg for House 32A,1850480.65,400,30244,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.9,42982,22.2,90.5,0.7,1.6,1.6,2.8,91,92,28.5,45.8,0.464293936,704991,0.616456721101151,MI 1 US HOUSE,TRUE,103253,0.248073730415959,0.000216160055496933
227,227,JACKIE GORDON,US HOUSE,NY,2,144737,623385,NY.2,"GORDON, JACQUELINE",Jackie Gordon for Congress,4362662.68,177696,30441,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,16.8,87268,27.4,88,2.8,10.3,22.1,3.7,64,74.2,19.4,40.3,0.464614151,718587,0.232179150925993,NY 2 US HOUSE,FALSE,-13393,-0.0214843154711775,0.0407310885653896
228,228,JACKIE WALORSKI,US HOUSE,IN,2,183601,298568,IN.2,"WALORSKI SWIHART, JACKIE",Walorski for Congress,1696493.34,1409,30048,2020,INDIANA,18,32,22,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5.3,45392,20.1,84.8,1.1,6.5,9,2.9,80.8,86.9,20.6,37.5,0.459213305,719730,0.614938640443718,IN 2 US HOUSE,TRUE,68634,0.229877280887436,0.000830536711685529
229,229,JAIME HERRERA BEUTLER,US HOUSE,WA,3,235579,417903,WA.3,"HERRERA BEUTLER, JAIME",Jaime Herrera for Congress,4586793.79,37442,31035,2020,WASHINGTON,53,91,73,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.1,53086,22.2,89.9,3.2,1.6,8.4,4.2,82,86.9,21.9,39.1,0.463968063,691968,0.563716939098308,WA 3 US HOUSE,TRUE,54232,0.129771741289247,0.0081630004997456
230,230,JAIMY Z. BLANCO,US HOUSE,TX,29,42840,156473,TX.29,"BLANCO, OMAR",Jaimy Z Blanco for Congress Campaign,186037.9,2554,30924,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,32.7,37651,8.5,57.4,1.1,10.6,78,1.6,10,74,10.3,28.4,0.448561357,729827,0.273785253685939,TX 29 US HOUSE,FALSE,-68465,-0.437551526461434,0.0137283854526416
231,231,JAKE AUCHINCLOSS,US HOUSE,MA,4,251102,434533,MA.4,"AUCHINCLOSS, JAKE",Jake Auchincloss for Congress,2415437.25,47912,30188,2020,MASSACHUSETTS,25,14,3,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,11.9,85495,48.6,92.1,5.9,2.6,3.6,2.8,85.1,87.4,20.5,40.4,0.521557489,746358,0.577866353073299,MA 4 US HOUSE,TRUE,90628,0.208564136670863,0.0198357460952463
232,232,JAMAAL BOWMAN,US HOUSE,NY,16,218471,266060,NY.16,"BOWMAN, JAMAAL",Jamaal Bowman for Congress,2837899.07,2700,30520,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,29.2,63399,37.6,85.3,4.3,31.8,23.4,2.6,39.4,49.2,21.2,39.4,0.557617315,730795,0.82113433060212,NY 16 US HOUSE,TRUE,244271,0.918104938735623,0.000951408042851926
233,233,JAMES 'JIM' PRUDEN,US HOUSE,FL,22,166553,402317,FL.22,"PRUDEN, JAMES L.",Jim Pruden for Congress,278998.83,6825,29912,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,24.1,53348,35.6,88.5,2.6,11.8,21.9,2.3,62.1,81.2,27.8,45.2,0.547709837,734319,0.413984494813791,FL 22 US HOUSE,FALSE,-69211,-0.172031010372418,0.0244624681759418
234,234,JAMES A. HIMES,US HOUSE,CT,4,224432,360716,CT.4,"HIMES, JIM",Jim Himes for Congress,2199740.31,5457,29844,2020,CONNECTICUT,9,16,1,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,20.5,84882,47.3,89.1,4.9,12.3,18.1,2.9,63.2,72.9,19.2,39.2,0.540530033,735823,0.622184765854578,CT 4 US HOUSE,TRUE,93805,0.260052229454751,0.00248074737512993
235,235,JAMES AVERHART,US HOUSE,AL,1,116949,329075,AL.1,"AVERHART, JAMES",James Averhart for Congress,78973.24,200,29649,2020,ALABAMA,1,63,41,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3,43801,21.5,84.6,1.4,27.9,3,1.7,65.4,67.7,21.7,38.5,0.497833754,695176,0.355387069816911,AL 1 US HOUSE,FALSE,-94876,-0.288311175263998,0.00253250341508085
236,236,JAMES COMER,US HOUSE,KY,1,246329,328470,KY.1,"COMER, JAMES",Comer for Congress,507694.35,18865,30109,2020,KENTUCKY,21,61,51,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.8,38950,14.9,81,0.5,6.9,2.6,2,88.2,90,23.1,39.9,0.468342705,723347,0.749928456175602,KY 1 US HOUSE,TRUE,164188,0.499856912351204,0.0371581838560937
237,237,JAMES R. LANGEVIN,US HOUSE,RI,2,154086,264557,RI.2,"LANGEVIN, JAMES R HONORABLE",Langevin for Congress,1428507.99,48842,30791,2020,RHODE ISLAND,44,15,5,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,10.2,60740,31.4,87,3.1,3.8,10.8,2.1,80.2,85.4,21.6,40.5,0.489988176,523170,0.582430251325801,RI 2 US HOUSE,TRUE,44192,0.167041507123229,0.0341909183161097
238,238,JAMIE RASKIN,US HOUSE,MD,8,274716,402614,MD.8,"RASKIN, JAMIE",Jamie Raskin for Congress,1438141.88,4622,30174,2020,MARYLAND,24,52,52,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,23.2,95837,52.9,90.9,9.4,11.6,14.4,3.3,61.9,68.6,20.8,40.3,0.495467528,756076,0.682330967129807,MD 8 US HOUSE,TRUE,147559,0.366502406771747,0.00321386927414978
239,239,JASON CROW,US HOUSE,CO,6,250314,438473,CO.6,"CROW, JASON",Jason Crow for Congress,2973214.66,109092,29830,2020,COLORADO,8,84,62,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,14.8,66779,39.7,91.1,5.8,8.7,20.4,4.4,61.7,74.2,15.7,35.6,0.491939942,765338,0.570876656031272,CO 6 US HOUSE,TRUE,75122,0.171326398660807,0.0366915989846492
240,240,JASON LEWIS,US SENATE,MN,0,1398145,3214256,MINNESOTA,"LEWIS, JASON",Jason Lewis for Senate,6713813.37,525712,3550,2020,MINNESOTA,27,41,33,gen,FALSE,REPUBLICAN,FALSE,total,FALSE,20210114,8.5,71306,36.1,93.1,5.2,7,5.6,2.6,79.1,83.8,16.3,38.4,0.44,5706494,0.434982465615682,MN 0 US SENATE,FALSE,-168377,-0.0523844398205992,0.0783030404671496
241,241,JASON SMITH,US HOUSE,MO,8,253811,330226,MO.8,"SMITH, JASON T",Jason Smith for Congress,1516929.93,163533,30339,2020,MISSOURI,29,43,34,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.3,37824,14.7,80.2,0.4,4.8,1.7,1.7,91.2,92.5,23.4,40.4,0.461972659,748595,0.768597869337969,MO 8 US HOUSE,TRUE,183250,0.554922992132661,0.10780524318615
242,242,JAY OBERNOLTE,US HOUSE,CA,8,158711,283111,CA.8,"OBERNOLTE, JAY",Jay Obernolte for Congress,1958786.11,95840,29707,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,12.2,47647,15.4,82.3,2.5,8.2,39.9,4.8,46.8,75.5,17.3,33.7,0.470298069,709384,0.560596373860429,CA 8 US HOUSE,TRUE,34311,0.121192747720859,0.0489282620040633
243,243,JEANNE IVES,US HOUSE,IL,6,183891,404747,IL.6,"IVES, JEANNE",Jeanne for Congress,3244293.04,104688,30035,2020,ILLINOIS,17,33,21,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,13.9,90270,50.4,94.3,8.9,2.3,10,1.8,77.5,84.8,19.1,40.1,0.493650645,727718,0.45433567141943,IL 6 US HOUSE,FALSE,-29886,-0.0738387190022409,0.032268355142173
244,244,JEANNINE LEE LAKE,US HOUSE,IN,6,91103,328213,IN.6,"LAKE, JEANNINE LEE",Lake for Congress,152897.64,5141,30053,2020,INDIANA,18,32,22,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.2,45905,18.4,86.4,1.1,2.6,2.3,1.7,92.2,93.2,21.8,40.2,0.454033189,724638,0.277572795714978,IN 6 US HOUSE,FALSE,-134216,-0.408929567079915,0.0336238021724861
245,245,JEFF DUNCAN,US HOUSE,SC,3,237544,333564,SC.3,"DUNCAN, JEFFREY D MR.",Jeff Duncan for Congress,1289577.88,300,30797,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.6,41072,19.6,81.4,0.7,18.9,4.2,1.4,74.8,77,23.1,40.3,0.475263567,663437,0.712139199673826,SC 3 US HOUSE,TRUE,141832,0.425201760381816,0.000232634263236587
246,246,"JEFFREY BEELER, SR.",US HOUSE,WA,1,176407,426862,WA.1,"BEELER, JEFFREY ALLEN SR.",Beeler for Congress,62279.24,407,31056,2020,WASHINGTON,53,91,73,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,14.8,79903,39.1,92.5,10,1.2,9.6,3.9,74.7,81.3,18,38.4,0.482418865,709693,0.41326470850064,WA 1 US HOUSE,FALSE,-73537,-0.172273474799818,0.00653508295862313
247,247,JENNIFER WEXTON,US HOUSE,VA,10,268734,475546,VA.10,"WEXTON, JENNIFER",Wexton for Congress,1901911.61,41944,31023,2020,VIRGINIA,51,54,40,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,19.7,113376,53,92.2,12.3,7.1,12.3,4.4,64.3,73.6,14.9,36.8,0.474660538,781947,0.565106214751044,VA 10 US HOUSE,TRUE,62481,0.131387920411485,0.0220536011134608
248,248,JERRY MCNERNEY,US HOUSE,CA,9,174252,302610,CA.9,"MCNERNEY, GERALD MARK",McNerney for Congress,1128095.71,2344,29708,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,22.3,55399,19.1,78.9,14.5,8.5,37.4,8.2,35.9,54.5,17.2,34.5,0.486955472,724907,0.575830276593635,CA 9 US HOUSE,TRUE,45894,0.151660553187271,0.00207783788132658
